tconst,titleType,startYear,endYear,runYears,runtimeMinutes,genres,secGenres,maxSeason,avgMaxEps,actor,actress,archive_footage,self,writer,averageRating
tt0086709,tvSeries,1984,1986,2,30,Comedy,None,2,6.5,7,3,0,0,0,7.3
tt0086712,tvSeries,1984,1985,1,30,Drama,None,1,23,4,5,0,0,1,6.8
tt0086714,tvSeries,1983,1985,2,46,Drama,Family,3,13,6,4,0,0,0,7.7
tt0086716,tvSeries,1984,1984,0,30,Drama,None,1,13,3,6,0,0,1,7
tt0086718,tvSeries,1984,1986,2,30,Comedy,None,4,6.5,4,6,0,0,0,6.6
tt0086719,tvSeries,1985,1986,1,30,Action,Adventure,2,42.5,8,2,0,0,0,7.7
tt0086722,tvSeries,1984,1985,1,60,Drama,None,1,13,4,3,0,0,3,6.6
tt0086724,tvSeries,1984,1984,0,60,Action,Crime,1,10,6,3,0,0,1,5.7
tt0086727,tvSeries,1985,1986,1,50,Adventure,Crime,1,9,6,4,0,0,0,8.3
tt0086729,tvSeries,1987,1994,7,23,Comedy,None,14,20.78571429,5,3,0,0,2,5.6
tt0086730,tvSeries,1984,1989,5,60,Drama,Fantasy,5,22.2,8,2,0,0,0,6.8
tt0086733,tvSeries,1984,1985,1,60,Drama,None,1,7,4,5,0,0,1,7.3
tt0086734,tvSeries,1984,1991,7,48,Action,Crime,7,21.71428571,8,1,0,0,1,6.8
tt0086736,tvSeries,1984,1984,0,60,Comedy,None,1,8,5,5,0,0,0,8.1
tt0086737,tvSeries,1984,1985,1,30,Comedy,None,1,17,5,3,0,0,2,8.3
tt0086738,tvSeries,1984,1984,0,60,Drama,None,1,2.5,5,4,0,0,1,7.4
tt0086742,tvSeries,1984,1989,5,30,Comedy,None,6,20.33333333,5,4,0,0,1,6.9
tt0086744,tvSeries,1984,1993,9,30,Comedy,Family,9,9.555555556,4,6,0,0,0,7.1
tt0086749,tvSeries,1984,1988,4,30,Comedy,None,2,7,5,4,0,1,0,6
tt0086750,tvSeries,1984,1995,11,30,Documentary,None,0,0,0,0,0,10,0,5.2
tt0086752,tvSeries,1984,1984,0,30,Comedy,None,1,6,8,2,0,0,0,7.7
tt0086753,tvSeries,1984,1984,0,30,Comedy,None,1,6,6,4,0,0,0,5.9
tt0086756,tvSeries,1984,1984,0,60,Action,Adventure,1,13,5,4,0,0,1,4.3
tt0086757,tvSeries,1984,1988,4,30,Comedy,None,6,8.666666667,3,5,0,0,2,6.4
tt0086759,tvSeries,1984,1989,5,48,Action,Crime,5,22.2,7,2,0,0,1,7.5
tt0086760,tvSeries,1984,1989,5,60,Crime,Drama,3,11.5,6,3,0,0,1,6.8
tt0086764,tvSeries,1984,1991,7,25,Adventure,Animation,8,13.375,4,4,0,0,2,7.5
tt0086765,tvSeries,1984,1996,12,50,Crime,Drama,12,21.91666667,6,1,0,0,3,7.1
tt0086768,tvSeries,1984,1984,0,60,Comedy,None,1,5,4,4,0,1,1,7.4
tt0086770,tvSeries,1984,1992,8,30,Comedy,None,9,21.44444444,4,5,0,0,1,7.7
tt0086771,tvSeries,1983,1988,5,30,Comedy,None,5,7,6,4,0,0,0,6.8
tt0086773,tvSeries,1984,1987,3,50,Comedy,Drama,3,10.66666667,6,4,0,0,0,7.9
tt0086775,tvSeries,1984,1984,0,60,Drama,None,1,13,3,5,0,0,2,6.7
tt0086776,tvSeries,1984,1984,0,60,Crime,Drama,1,13,6,4,0,0,0,6.3
tt0086779,tvSeries,1984,2001,17,402,Crime,Drama,10,1,5,3,0,0,2,8.4
tt0086783,tvSeries,1984,1984,0,30,Comedy,None,1,8,5,5,0,0,0,7.3
tt0086785,tvSeries,1984,1985,1,30,Comedy,Family,1,13,8,1,0,0,1,7.1
tt0086787,tvSeries,1984,1988,4,30,Comedy,Family,4,22,5,4,0,0,1,6.5
tt0086789,tvSeries,1984,1986,2,60,Action,Crime,3,18.66666667,5,3,0,0,2,6.8
tt0086791,tvSeries,1984,1986,2,60,Action,Drama,3,8,8,1,0,0,1,8.4
tt0086792,tvSeries,1984,1984,0,45,Adventure,None,1,7,8,2,0,0,0,6.3
tt0086793,tvSeries,1984,1993,9,45,Drama,Romance,1,2137,4,4,0,0,2,5.7
tt0086800,tvSeries,1984,1988,4,30,Comedy,Family,5,39,4,6,0,0,0,8
tt0086804,tvSeries,1984,1984,0,50,Drama,None,2,21,10,0,0,0,0,8.7
tt0086805,tvSeries,1984,1985,1,30,Comedy,None,1,6,5,4,0,0,1,8.2
tt0086807,tvSeries,1984,1996,12,25,Comedy,None,8,4,7,1,0,0,2,7.4
tt0086809,tvMiniSeries,1984,1984,0,240,Drama,None,1,2,7,3,0,0,0,6.1
tt0086810,tvSeries,1984,2015,31,60,Reality-TV,None,15,9.133333333,0,0,0,10,0,5.9
tt0086811,tvSeries,1984,2014,30,30,Family,Game-Show,5,146.4,0,0,0,10,0,7.3
tt0086814,tvSeries,1983,1988,5,30,Comedy,Drama,4,22.25,7,2,0,1,0,7.4
tt0086815,tvSeries,1984,2021,37,11,Adventure,Animation,23,20.16666667,4,0,0,0,6,6.5
tt0086816,tvSeries,1984,1985,1,30,Comedy,None,1,22,3,2,0,0,5,5.7
tt0086817,tvSeries,1984,1987,3,30,Action,Adventure,4,24.5,9,0,0,0,1,8
tt0086818,tvSeries,1984,1985,1,30,Adventure,Drama,2,12.5,10,0,0,0,0,7.4
tt0086819,tvSeries,1984,1984,0,30,Comedy,None,1,6,6,4,0,0,0,6.1
tt0086822,tvSeries,1984,1985,1,60,Action,Adventure,1,19,5,4,0,0,1,7.3
tt0086824,tvSeries,1984,1985,1,24,Animation,Family,1,6,5,2,0,0,0,7.9
tt0086826,tvSeries,1983,1988,5,60,Comedy,None,4,7.5,7,3,0,0,0,8.1
tt0086827,tvSeries,1984,1992,8,30,Comedy,Family,8,24.5,3,5,0,0,2,6.6
tt0086829,tvSeries,1984,1988,4,22,Adventure,Animation,1,9,7,3,0,0,0,7.9
tt0086831,tvSeries,1986,1987,1,30,Comedy,None,2,8,7,3,0,0,0,8.6
tt0086832,tvSeries,1984,1984,0,30,Comedy,None,1,3,5,3,0,0,2,6.3
tt0087400,tvMiniSeries,1984,1984,0,924,Drama,History,1,11,6,4,0,0,0,8.7
tt0088109,tvSeries,1984,1985,1,24,Action,Adventure,1,26,8,2,0,0,0,7.5
tt0088470,tvSeries,1985,1990,5,30,Comedy,None,5,23,2,5,0,0,3,6.7
tt0088472,tvSeries,1991,1991,0,30,Comedy,None,1,6,5,5,0,0,0,7.2
tt0088475,tvSeries,1984,1998,14,30,Comedy,None,10,5.636363636,8,2,0,0,0,7.4
tt0088476,tvSeries,1985,1989,4,22,Crime,Drama,4,19,6,4,0,0,0,7.7
tt0088477,tvSeries,1985,1988,3,30,Comedy,None,1,1,7,3,0,0,0,5.9
tt0088478,tvSeries,1985,1987,2,30,Adventure,Comedy,2,22.5,6,1,0,0,3,7.4
tt0088481,tvSeries,1985,1985,0,60,Drama,Romance,1,11,3,6,0,0,1,7.1
tt0088484,tvSeries,1986,1986,0,176,Comedy,None,1,6,7,3,0,0,0,8.6
tt0088486,tvSeries,1985,2019,34,60,Game-Show,Romance,22,5,2,0,0,8,0,5.3
tt0088491,tvSeries,1985,1986,1,45,Animation,Comedy,2,3,2,1,0,0,0,8.4
tt0088492,tvSeries,1985,1986,1,30,Comedy,None,1,18,7,2,0,0,1,6.8
tt0088493,tvSeries,1985,1988,3,30,Comedy,None,3,17.5,6,3,0,0,1,6.1
tt0088494,tvSeries,1985,1985,0,54,Drama,Romance,1,1,8,2,0,0,0,7.3
tt0088495,tvSeries,1985,1985,0,60,Action,Drama,1,6,3,4,0,0,3,6.3
tt0088496,tvSeries,1985,1987,2,60,Drama,None,2,24.5,2,2,0,0,6,6
tt0088499,tvSeries,1985,1985,0,60,Drama,None,1,13,5,5,0,0,0,7.6
tt0088500,tvSeries,1988,1993,5,22,Animation,Comedy,4,16.25,5,1,0,0,0,7.4
tt0088503,tvSeries,1985,1986,1,60,Action,Crime,3,10,8,1,0,0,1,7.3
tt0088504,tvSeries,1985,1986,1,30,Action,Adventure,1,45,8,2,0,0,0,8.3
tt0088507,tvSeries,1985,1985,0,25,Action,Adventure,1,15,6,4,0,0,0,7.3
tt0088508,tvSeries,1985,1985,0,60,Drama,None,1,4,5,3,0,0,2,6.8
tt0088509,tvSeries,1986,1989,3,24,Action,Adventure,1,153,5,5,0,0,0,8.6
tt0088510,tvSeries,1985,1986,1,30,Action,Adventure,1,6.5,10,0,0,0,0,5.9
tt0088511,tvSeries,1985,1989,4,60,Action,Comedy,5,6.2,8,2,0,0,0,8.4
tt0088512,tvSeries,1985,2022,37,30,Crime,Drama,1,1635.5,3,5,0,0,2,4.7
tt0088513,tvSeries,1985,1989,4,48,Action,Crime,4,22,6,2,0,0,2,7.8
tt0088515,tvSeries,1985,1987,2,30,Adventure,Animation,2,13,5,5,0,0,0,6
tt0088516,tvSeries,1985,1985,0,60,Crime,Drama,1,6,6,4,0,0,0,7.3
tt0088517,tvSeries,1984,2005,21,50,Crime,None,12,16.75,8,2,0,0,0,7.2
tt0088519,tvSeries,1986,1992,6,50,Drama,None,9,22.22222222,5,5,0,0,0,6.7
tt0088520,tvSeries,1985,1986,1,30,Comedy,None,1,13,6,3,0,0,1,7.8
tt0088522,tvSeries,1985,1986,1,25,Comedy,Family,2,5,8,1,0,0,1,7
tt0088523,tvSeries,1985,1985,0,30,Comedy,None,1,13,5,4,0,1,0,8.2
tt0088524,tvSeries,1985,1986,1,30,Comedy,None,2,6.5,1,9,0,0,0,6.5
tt0088526,tvSeries,1985,1992,7,30,Comedy,Drama,7,25.28571429,5,4,0,0,1,8.1
tt0088527,tvSeries,1985,1992,7,30,Comedy,Family,7,23.71428571,5,4,0,0,1,6.6
tt0088528,tvSeries,1985,1991,6,30,Adventure,Animation,6,11.16666667,7,3,0,0,0,7.5
tt0088529,tvSeries,1985,1985,0,30,Comedy,None,1,7,6,3,0,0,1,7.3
tt0088530,tvSeries,1985,1985,0,60,Comedy,Drama,1,7,7,1,0,0,2,6.9
tt0088531,tvSeries,1985,1985,0,35,Comedy,None,1,6,4,6,0,0,0,7.3
tt0088533,tvSeries,1985,1985,0,60,Drama,None,1,13,5,4,0,0,1,7.2
tt0088535,tvSeries,1985,1985,0,60,Crime,Drama,1,14,6,3,0,0,1,7.6
tt0088537,tvSeries,1985,1990,5,25,Comedy,None,4,7.25,5,5,0,0,0,6.7
tt0088539,tvSeries,1985,1985,0,60,Comedy,Drama,1,5,4,5,0,0,1,3
tt0088541,tvSeries,1985,1992,7,30,Comedy,None,5,7.333333333,5,5,0,0,0,6.9
tt0088542,tvSeries,1985,1986,1,60,Action,Crime,1,12,6,4,0,0,0,7
tt0088543,tvSeries,1985,1987,2,30,Animation,Family,2,13,6,3,0,0,1,6.3
tt0088549,tvSeries,1985,1991,6,60,Drama,None,1,14,7,2,0,0,1,6.5
tt0088550,tvSeries,1985,2010,25,60,News,Talk-Show,0,0,0,0,0,10,0,5.4
tt0088552,tvSeries,1983,1983,0,60,Comedy,None,1,4,0,1,0,9,0,8.8
tt0088553,tvSeries,1985,1986,1,60,Drama,None,1,8,5,4,0,0,1,6.5
tt0088554,tvSeries,1985,2020,35,30,Drama,Family,1,1745,5,4,0,0,1,4.6
tt0088558,tvSeries,1985,1985,0,60,Crime,Drama,1,12,6,3,0,0,1,6.8
tt0088559,tvSeries,1985,1992,7,48,Action,Adventure,7,19.85714286,6,3,0,0,1,7.7
tt0088561,tvSeries,1985,1986,1,60,Comedy,None,2,5,4,6,0,0,0,8.4
tt0088562,tvSeries,1985,1986,1,30,Comedy,None,1,13,5,3,0,0,2,7.2
tt0088563,tvSeries,1985,1986,1,22,Action,Adventure,2,37.5,6,1,0,0,0,7.3
tt0088565,tvSeries,1985,1986,1,30,Animation,Comedy,0,0,4,0,0,6,0,7
tt0088566,tvSeries,1985,1985,0,60,Comedy,Drama,1,5,5,4,0,0,1,2
tt0088568,tvSeries,1985,1986,1,60,Adventure,Comedy,1,16,5,4,0,0,1,7.4
tt0088570,tvSeries,1985,1986,1,30,Comedy,None,2,6.5,6,3,0,0,1,7.9
tt0088571,tvSeries,1985,1989,4,60,Comedy,Drama,5,13.2,5,4,0,0,1,7.6
tt0088572,tvSeries,1985,1985,0,27,Comedy,Drama,1,6,7,3,0,0,0,5.2
tt0088573,tvSeries,1984,1994,10,30,Comedy,None,6,7,4,5,0,0,1,8.2
tt0088574,tvSeries,1985,1985,0,60,Music,None,1,1,3,1,0,6,0,8.9
tt0088576,tvSeries,1985,1990,5,30,Comedy,Family,6,19.5,5,3,0,0,2,6.6
tt0088580,tvSeries,1985,2022,37,22,Drama,Romance,1,5276,8,1,0,0,1,5.5
tt0088582,tvSeries,1985,1989,4,60,Crime,Drama,4,24,6,2,0,0,2,7.5
tt0088585,tvSeries,1984,1985,1,30,Comedy,None,1,1,6,4,0,0,0,7.7
tt0088587,tvSeries,1985,1985,0,60,Action,Adventure,1,8,7,2,0,0,1,7.3
tt0088589,tvSeries,1985,1985,0,30,Family,None,1,7,0,1,0,9,0,4.8
tt0088591,tvSeries,1985,1992,7,23,Drama,Fantasy,6,10.83333333,8,0,0,1,1,7.3
tt0088592,tvSeries,1985,1985,0,30,Comedy,None,2,3,5,3,0,0,2,7.5
tt0088595,tvSeries,1985,1985,0,30,Action,Adventure,3,28.33333333,6,3,0,0,1,8.5
tt0088596,tvSeries,1985,1986,1,30,Comedy,None,1,13,7,3,0,0,0,6.1
tt0088598,tvSeries,1983,2002,19,30,Talk-Show,None,19,23.5,0,0,0,10,0,4.5
tt0088599,tvSeries,1985,1985,0,30,Comedy,None,1,13,5,3,0,0,2,6.3
tt0088600,tvSeries,1984,1984,0,60,Horror,Mystery,1,3,3,5,0,1,1,7
tt0088601,tvSeries,1985,1989,4,90,Drama,Family,3,23.66666667,4,5,0,0,1,5.5
tt0088602,tvSeries,1985,1985,0,60,None,None,1,4,1,9,0,0,0,6.6
tt0088604,tvSeries,1985,1985,0,26,Comedy,Family,1,1,6,4,0,0,0,7.6
tt0088606,tvSeries,1985,1986,1,60,Fantasy,Mystery,1,14,4,4,0,0,2,7.8
tt0088607,tvSeries,1984,1997,13,28,Comedy,None,2,1,7,3,0,0,0,7.6
tt0088609,tvSeries,1986,1987,1,30,Comedy,None,2,6,5,4,0,0,1,5.9
tt0088610,tvSeries,1985,1989,4,30,Comedy,Family,4,22,5,4,0,0,1,7
tt0088612,tvSeries,1985,1988,3,60,Crime,Drama,3,21.66666667,7,2,0,0,1,7.3
tt0088613,tvSeries,1987,1987,0,55,Crime,Drama,1,9,6,4,0,0,0,7.3
tt0088615,tvSeries,1985,1986,1,60,Family,None,0,0,0,0,0,10,0,6.8
tt0088616,tvSeries,1983,1989,6,30,Comedy,Family,4,21.5,7,2,0,0,1,5.9
tt0088617,tvSeries,1985,1986,1,60,Adventure,Comedy,1,9,6,2,0,0,2,6.4
tt0088618,tvSeries,1985,1985,0,60,Action,Crime,1,13,5,2,0,0,3,6.7
tt0088619,tvSeries,1985,1985,0,30,Adventure,Animation,1,8,9,1,0,0,0,7.5
tt0088620,tvSeries,1984,1984,0,30,Action,Animation,1,8,9,1,0,0,0,7.2
tt0088621,tvSeries,1983,2010,27,120,Crime,Drama,24,5.708333333,7,2,0,0,1,7.3
tt0088622,tvSeries,1985,1988,3,30,Comedy,Drama,1,9,8,1,0,1,0,7.2
tt0088623,tvSeries,1985,1985,0,30,Comedy,None,2,4,7,3,0,0,0,8
tt0088625,tvSeries,1985,1998,13,30,Game-Show,None,13,16.625,1,0,0,9,0,6.4
tt0088628,tvSeries,1985,1986,1,30,Adventure,Animation,1,13,5,5,0,0,0,7.3
tt0088629,tvSeries,1985,1988,3,107,Adventure,Comedy,2,4,6,4,0,0,0,8.1
tt0088631,tvSeries,1985,1989,4,30,Action,Adventure,4,31.25,7,2,0,0,0,7.9
tt0088634,tvSeries,1985,1989,4,45,Drama,Fantasy,3,21.66666667,6,3,0,0,1,7.7
tt0088639,tvSeries,1985,1985,0,26,None,None,0,0,0,0,2,0,0,7.5
tt0088640,tvSeries,1985,1988,3,30,Comedy,None,3,22,6,4,0,0,0,6.1
tt0088642,tvSeries,1985,1985,0,60,Western,None,1,6,7,2,0,0,1,8
tt0088643,tvSeries,1985,1985,0,30,Animation,Comedy,1,13,7,3,0,0,0,7
tt0088644,tvSeries,1985,1985,0,25,Drama,None,1,21,6,3,0,0,1,8.2
tt0088655,tvMiniSeries,1990,1990,0,121,Animation,Crime,1,3,7,3,0,0,0,6.7
tt0088854,tvSeries,1986,1986,0,60,Drama,None,1,6,5,5,0,0,0,6.8
tt0089130,tvSeries,1985,1987,2,30,Comedy,Crime,1,3,6,2,0,0,2,8
tt0089187,tvMiniSeries,1987,1987,0,60,Action,Crime,1,6,7,3,0,0,0,7.3
tt0089500,tvMiniSeries,1985,1985,0,200,Drama,Romance,1,2,5,5,0,0,0,7
tt0090083,tvSeries,1986,1986,0,240,Drama,None,1,3,6,4,0,0,0,7.5
tt0090390,tvSeries,1986,1990,4,30,Comedy,Family,4,25.5,6,3,0,0,1,7.4
tt0090391,tvSeries,1986,1988,2,60,Adventure,Comedy,2,22,6,3,0,0,1,7.8
tt0090393,tvSeries,1986,1986,0,30,Comedy,None,1,9,3,7,0,0,0,7.9
tt0090394,tvSeries,1986,1987,1,30,Comedy,None,2,2.5,6,4,0,0,0,6.9
tt0090395,tvSeries,1986,1991,5,30,Comedy,None,5,22,5,4,0,0,1,6.8
tt0090396,tvSeries,1986,1986,0,30,Comedy,None,1,4,7,2,0,0,1,7.3
tt0090398,tvSeries,1986,1986,0,60,Crime,Drama,1,12,5,2,0,0,3,7.3
tt0090399,tvSeries,1987,1991,4,40,Comedy,Drama,3,25.33333333,7,3,0,0,0,8.4
tt0090400,tvSeries,1986,1992,6,60,Comedy,Crime,7,13.28571429,3,5,0,0,2,6.4
tt0090402,tvSeries,1986,1991,5,70,Comedy,None,7,10.57142857,7,2,0,0,1,6.2
tt0090404,tvSeries,1986,1991,5,30,Comedy,None,5,8,4,6,0,0,0,6.6
tt0090406,tvSeries,1986,1989,3,30,Comedy,None,1,10,6,3,0,0,1,7.6
tt0090409,tvSeries,1987,1991,4,30,Family,Game-Show,0,0,0,0,0,10,0,7.9
tt0090410,tvSeries,1986,1988,2,60,Crime,Drama,2,21.5,8,0,0,0,2,8.3
tt0090412,tvSeries,1986,1996,10,30,News,None,0,0,0,1,0,9,0,4.6
tt0090413,tvSeries,1986,1987,1,30,Comedy,None,2,8,7,3,0,0,0,8.3
tt0090414,tvSeries,1986,1987,1,30,Comedy,None,1,4,4,4,0,0,2,7.5
tt0090416,tvSeries,1986,1987,1,30,Comedy,None,2,7,4,6,0,0,0,7.6
tt0090417,tvSeries,1987,1991,4,30,Drama,Family,5,14,4,4,0,0,2,8.1
tt0090418,tvSeries,1986,1993,7,30,Comedy,None,7,23.28571429,1,8,0,0,1,7.2
tt0090419,tvSeries,1985,1986,1,60,Talk-Show,None,0,0,0,0,0,10,0,6.3
tt0090420,tvSeries,1986,1987,1,60,Drama,None,1,13,5,4,0,0,1,7.5
tt0090423,tvSeries,1986,1987,1,30,Comedy,None,1,14,3,2,0,0,5,6.8
tt0090425,tvSeries,1986,1987,1,30,Comedy,None,1,13,5,4,0,0,1,7.8
tt0090426,tvSeries,1986,1988,2,30,Comedy,None,3,6.333333333,6,4,0,0,0,7.2
tt0090428,tvSeries,1986,1986,0,30,Comedy,None,2,7,7,3,0,0,0,6.6
tt0090429,tvSeries,1986,1986,0,30,Comedy,None,1,2,6,3,0,0,1,5.5
tt0090430,tvSeries,1986,1986,0,30,Comedy,None,1,2,7,3,0,0,0,7.7
tt0090440,tvSeries,1986,1986,0,50,Comedy,Crime,32,14.89473684,7,3,0,0,0,6.2
tt0090442,tvSeries,1986,1998,12,30,Comedy,None,10,4.625,6,4,0,0,0,7.7
tt0090444,tvSeries,1986,1991,5,30,Comedy,None,5,22.8,4,4,0,0,2,6.6
tt0090445,tvSeries,1986,1987,1,60,Drama,None,1,12,7,3,0,0,0,7.6
tt0090447,tvSeries,1985,1992,7,45,Family,None,8,10,5,5,0,0,0,6.2
tt0090449,tvSeries,1986,1988,2,30,Comedy,None,2,6,6,4,0,0,0,7.3
tt0090452,tvSeries,1986,1989,3,30,Game-Show,None,3,64.5,0,0,0,8,2,6.1
tt0090453,tvSeries,1986,1986,0,30,Comedy,None,2,4,9,1,0,0,0,8.1
tt0090454,tvSeries,1986,1987,1,30,Crime,Drama,1,13,6,4,0,0,0,6.8
tt0090457,tvSeries,1986,1986,0,30,Action,Adventure,1,13,9,1,0,0,0,7.4
tt0090458,tvSeries,1986,1986,0,30,Adventure,Comedy,1,12,7,3,0,0,0,8.6
tt0090459,tvSeries,1986,1990,4,30,Comedy,None,4,17.75,5,4,0,0,1,7.7
tt0090460,tvSeries,1986,1987,1,60,Comedy,Drama,1,16,5,4,0,0,1,7.4
tt0090461,tvSeries,1985,1988,3,22,Adventure,Animation,3,21.66666667,1,8,0,0,1,7.4
tt0090464,tvSeries,1986,1986,0,60,Drama,None,1,13,5,2,0,0,3,7.5
tt0090465,tvSeries,1986,1986,0,60,Comedy,None,1,6,6,4,0,0,0,8.2
tt0090466,tvSeries,1986,1994,8,46,Drama,None,8,21.375,6,2,0,0,2,7.1
tt0090469,tvSeries,1986,1986,0,60,Comedy,None,1,4,5,3,0,0,2,7.3
tt0090470,tvSeries,1986,1986,0,30,Comedy,None,1,6,7,3,0,0,0,6.2
tt0090472,tvSeries,1986,1998,12,45,Comedy,Thriller,5,11.6,4,6,0,0,0,7.2
tt0090473,tvSeries,1986,1986,0,30,Comedy,None,1,13,5,3,0,0,2,5.6
tt0090477,tvSeries,1986,1994,8,50,Comedy,Crime,6,12.16666667,5,4,0,0,1,7.9
tt0090478,tvSeries,1986,1986,0,40,Comedy,Musical,1,6,8,1,0,1,0,7.4
tt0090479,tvSeries,1986,1988,2,25,Animation,Comedy,1,96,4,6,0,0,0,8.2
tt0090481,tvSeries,1986,1995,9,60,Crime,Drama,9,20.33333333,6,3,0,0,1,7
tt0090482,tvSeries,1986,1987,1,30,Comedy,None,2,7,7,3,0,0,0,6.6
tt0090485,tvSeries,1986,1986,0,30,Drama,Family,1,2,4,5,0,0,1,5.8
tt0090486,tvSeries,1986,1986,0,30,Comedy,None,1,11,4,6,0,0,0,6.9
tt0090487,tvSeries,1986,1988,2,30,Comedy,None,2,22,3,5,0,0,2,7
tt0090488,tvSeries,1986,1988,2,30,Comedy,None,2,18,6,4,0,0,0,6.5
tt0090489,tvSeries,1986,1987,1,30,Comedy,Talk-Show,1,194,0,1,0,9,0,5.5
tt0090492,tvSeries,1986,1987,1,30,Comedy,None,1,24,6,4,0,0,0,7.3
tt0090493,tvSeries,1986,2011,25,60,News,Talk-Show,18,11,0,0,0,10,0,5.1
tt0090496,tvSeries,1986,1988,2,60,Drama,Family,2,23,5,4,0,0,1,7.1
tt0090497,tvSeries,1986,1987,1,60,History,None,0,0,0,0,0,10,0,9.1
tt0090498,tvSeries,1986,1987,1,60,Action,Crime,1,11,8,1,0,0,1,7.4
tt0090500,tvSeries,1986,1991,5,30,Comedy,Family,5,9,8,2,0,0,0,8.1
tt0090501,tvSeries,1986,1993,7,30,Comedy,Family,8,18.75,5,4,0,0,1,7.2
tt0090503,tvSeries,1985,1988,3,30,Adventure,Animation,2,3,4,6,0,0,0,6.4
tt0090506,tvSeries,1986,1991,5,23,Action,Animation,7,20,7,3,0,0,0,7.6
tt0090507,tvSeries,1986,1986,0,30,Comedy,None,1,12,4,3,0,0,3,7.7
tt0090509,tvSeries,1986,1988,2,60,Crime,Drama,2,5.5,8,1,0,0,1,8.7
tt0090511,tvSeries,1986,1988,2,30,Comedy,None,2,6.5,7,2,0,0,1,7.9
tt0090515,tvSeries,1985,1988,3,30,Comedy,None,3,10,6,1,0,3,0,7.6
tt0090519,tvSeries,1986,1987,1,30,Crime,Drama,1,22,9,1,0,0,0,7.2
tt0090520,tvSeries,1986,1986,0,23,Action,Adventure,1,1,7,1,0,0,0,7.3
tt0090523,tvSeries,1986,2010,24,30,Talk-Show,None,22,26,0,0,0,10,0,8.6
tt0090524,tvSeries,1984,1986,2,50,Drama,None,1,12,9,1,0,0,0,8.8
tt0090525,tvSeries,1986,1988,2,30,Action,Comedy,2,20.5,6,3,0,0,1,8.1
tt0090527,tvSeries,1986,1987,1,60,Sci-Fi,None,1,22,6,2,0,0,2,6.6
tt0090528,tvSeries,1985,1989,4,48,Crime,Drama,2,11.5,6,3,0,0,1,7.5
tt0090530,tvSeries,1987,1994,7,50,Drama,None,8,15.75,4,4,0,0,2,7.3
tt0090533,tvSeries,1986,1988,2,30,Comedy,None,2,20,6,3,0,0,1,6.8
tt0090534,tvSeries,1986,1987,1,30,Comedy,None,1,7,4,6,0,0,0,7
tt0090535,tvSeries,1986,1986,0,30,Comedy,None,1,2,6,4,0,0,0,6.2
tt0090536,tvSeries,1986,1986,0,30,Family,None,1,8,5,5,0,0,0,6.3
tt0090537,tvSeries,1986,1986,0,60,Drama,None,1,13,5,5,0,0,0,7.2
tt0090538,tvSeries,1986,1990,4,60,Comedy,None,3,7,5,5,0,0,0,6.5
tt0090540,tvSeries,1986,1991,5,30,Comedy,Family,6,18.33333333,6,3,0,0,1,6.6
tt0090541,tvSeries,1986,1988,2,50,Comedy,Drama,2,7,4,6,0,0,0,8.5
tt0090543,tvSeries,1986,1987,1,30,Comedy,None,1,21,6,2,0,0,2,6.4
tt0090544,tvSeries,1986,1986,0,30,Comedy,None,1,6,6,3,0,1,0,6.5
tt0090545,tvSeries,1986,1991,5,48,Comedy,Drama,4,12.75,5,5,0,0,0,6.6
tt0090547,tvSeries,1986,1987,1,42,Adventure,Drama,1,19,5,2,0,0,3,7.8
tt0090548,tvSeries,1987,1989,2,30,Comedy,Drama,2,11,6,2,0,0,2,7.3
tt0090550,tvSeries,1986,1987,1,30,Comedy,None,2,13,6,3,0,0,1,6.7
tt0090553,tvSeries,1986,1988,2,30,Comedy,Family,1,32.5,8,2,0,0,0,8.1
tt0090594,tvSeries,1989,1992,3,30,Animation,Drama,2,4.5,3,5,0,0,2,7
tt0090638,tvSeries,1986,1986,0,200,Biography,Drama,1,2,5,5,0,0,0,6.6
tt0091034,tvMiniSeries,1987,1987,0,200,Drama,None,1,2,6,4,0,0,0,7.4
tt0092312,tvSeries,1987,1991,4,60,Crime,Drama,5,20.4,7,1,0,0,2,7.2
tt0092313,tvSeries,1986,1987,1,30,Action,Drama,1,1,7,0,0,0,3,7.6
tt0092314,tvSeries,1988,1992,4,30,Comedy,None,4,9,4,6,0,0,0,6.9
tt0092317,tvSeries,1987,1990,3,30,Family,Game-Show,0,0,0,1,0,9,0,6.9
tt0092319,tvSeries,1987,1990,3,60,Crime,Drama,3,18.33333333,6,3,0,0,1,7
tt0092320,tvSeries,1987,1988,1,30,Comedy,Crime,1,11,6,2,0,0,2,6.7
tt0092321,tvSeries,1987,1987,0,30,Animation,Comedy,1,20,5,2,0,0,3,6.5
tt0092322,tvSeries,1987,1987,0,60,Biography,Documentary,25,31.21052632,2,0,0,7,1,7.7
tt0092323,tvSeries,1987,1987,0,22,Action,Animation,2,25,7,2,0,0,1,7.3
tt0092324,tvSeries,1987,1987,0,180,Comedy,None,1,6,8,2,0,0,0,8.6
tt0092325,tvSeries,1987,2022,35,30,Drama,Romance,1,8255,4,4,0,0,2,3.4
tt0092326,tvSeries,1987,1988,1,60,Drama,None,2,10.5,5,2,0,0,3,7.9
tt0092327,tvSeries,1987,1988,1,60,Drama,None,1,0.5,7,3,0,0,0,6.6
tt0092328,tvSeries,1987,1988,1,60,Comedy,Drama,2,5.5,3,5,0,0,2,7.1
